"","za_nr","version","doi","ID_ankete","VE","Region","Size_settlement","HOUR_START","HOUR_STOP","DAT","A0_1","A0_2","A0_3_1","A0_3_2","A0_3_3","A0_3_4","A0_3_5","A0_3_6","A0_4_1","A0_4_2","A0_4_3","A0_4_4","A0_4_5","A0_4_6","A0_5","A0_7","A0_7rec","A0_8","A0_gender_age","A1_1","A1_2","A1_3","A1_4","A1_5","A1_6","A2","A3_1","A3_2","A3_3","A3_4","A3_5","A3_6","A3_7","A3_8","A3_9","A3_10","A3_11","A3_12","A3_13","A3_14","A3_15","A3_16","A4","A5","A6_1","A6_2","A6_3","A6_4","A6_5","A6_6","A6_7","A6_8","A6_9","A6_10","A6_11","A6_12","A6_13","A7_1","A7_2","A7_3","A7_4","A7_5","A7_6","A7_6_text","A8_1","A8_2","A8_3","A8_4","A8_5","A8_6","A8_7","A8_8","A8_9","A8_10","A8_11","A8_12","A9","A10","A11","A12_1","A12_2","A12_3","A12_4","A12_5","A12_6","A12_7","A12_8","A12_9","A12_10","A13","A14","A15","A16","A16_text","A17","A18","A19","A20","A21","A22","A23","A24","A25_1","A25_2","A25_3","B1_1","B1_2","B1_3","B1_4","B1_5","B1_6","B1_7","B1_8","B2_1","B2_2","B2_3","B2_4","B2_5","B2_7","B2_8","B2_9","B3_1","B3_2","B3_3","B3_4","B3_5","B3_6","B3_7","B3_8","B4_1","B4_2","B4_3","B5","B6_A","B6_B","B6_C","B6_D","B6_E","B6_F","B6_G","B6_K","B6_L","B7","B7_text","B8","B9","B10","B11","B12_1","B12_2","C1","C1_text","C2","C2_text","C3","C4","C5","C5_text","C6","C7","C8","C8_text","C9","C9_text","C10","C11","C12","C12_1","C13_1","C13_2","C13_3","C13_4","C13_5","C13_6","C13_7","C13_8","C13_9","C13_10","C14","C15","C16_1","C16_2","C16_3","C16_4","C16_5","C16_6","C17_1","C17_2","C17_3","C17_4","C17_5","C17_6","C17_7","C17_8","C17_9","C17_10","C17_11","C17_12","D1","D2","D2_text","D3","D4","D4_text","D5","D5_text","D6","D7_1","D7_2","D7_3","D7_4","D7_5","D7_6","D7_7","D7_8","D7_9","D7_10","D7_11","D7_12","D7_13","D8_1","D8_2","D8_3","D8_4","D8_5","D8_6","D8_7","D8_8","D8_9","D8_10","D8_11","D8_12","D8_13","D8_14","D8_15","D8_16","D10","D11","E1","E2","E3","E4","E5","E6_A","E6_B","E6_C","E6_D","E6_E","E7","E7_text","E8","E9","E10","E11","E12","E13","E14","E15","E16","E17","E18","E19A","E19B","E19C","E19D","E19E","E19F","E19F_text","E20A","E20B","E20C","E20D","E20E","E20E_text","E21_1","E21_2","E21_3","E21_4","E21_5","E21_6","E21_7","F1","F2_1","F2_2","F2_3","F2_4","F3","F4","F5_1","F5_2","F6_1","F6_2","F6_3","F6_4","F6_5","F6_6","F6_7","F6_7__text","F7","F8","F9_1","F9_2","F9_3","F9_4","F9_5","F9_6","F9_7","F9_8","F9_9","F9_10","F9_11","F9_12","F9_13","F9_14","F10","F11","F11__text","F12_1","F12_2","F12_3","F12_4","F12_5","F12_6","F12_7","F12_8","F12_9","F12_10","F12_11","F12_12","F12_13","G1_1","G1_2","G1_3","G1_4","G1_5","G1_6","G1_7","G1_8","G1_9","G1_10","G1_11","G1_12","G1_13","G2","G3","H2_1","H2_2","H3_1","H3_2","H3_3","H3_4","H3_5","H3_5_text","H4","H5","H6","I1_1","I1_1rec","I1_2","I1_3","I2_1","I2_2","I2_3","I2_4","I2_5","I2_6","I2_7","I2_8","I2_9","I3","I4","I5","I7","I8","w"
"444",5980,"1.0.0 (2016-06-02)","doi:10.4232/1.12325",444,84,9,1,"1600","170","1506",2,4,2,1,1,2,NA,NA,42,41,17,16,NA,NA,3,17,1,1,1,3,3,3,3,1,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,1,1,1,1,NA,1,1,1,NA,1,NA,NA,NA,0,20,100,30,15,NA,"",3,2,1,2,2,1,2,2,3,2,1,3,1,5,3,1,1,1,1,1,1,1,1,1,1,3,1,NA,4,NA,3,8,2,3,1,1,4,1,3,3,3,10,7,1,5,1,NA,1,1,1,1,4,4,4,4,4,4,1,1,2,1,1,1,2,3,1,7,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,1,3,1,1,2,NA,2,NA,4,2,6,NA,3,2,NA,NA,5,NA,25,25,1,NA,1,1,1,1,5,4,1,5,1,1,2,5,2,2,1,1,2,2,3,4,4,4,3,2,2,1,2,2,2,2,2,NA,NA,1,NA,NA,NA,NA,3,5,4,4,2,5,1,3,5,4,3,3,3,2,4,4,4,4,3,3,4,4,4,4,3,4,1,3,2,1,8,4,1,3,5,2,1,NA,NA,NA,NA,1,NA,NA,2,1,4,2,2,NA,2,18,2,1,2,1,4,5,2,3,NA,NA,1,2,4,3,NA,NA,5,1,3,3,3,3,1,4,1,1,1,4,1,1,1,4,1,NA,1,NA,NA,1,NA,NA,NA,1,1,1,1,3,1,1,1,1,1,1,1,1,1,3,3,3,NA,2,1,4,1,2,3,3,3,3,4,1,3,1,3,1,4,1,1,1,4,4,1,4,3,2,1,2,3,3,3,5,5,1,1,NA,NA,1,1,1,2,1,3,3,7,4,1,0,0,1,5,3,16,8,6,NA,60,172,1.20313733066851
"445",5980,"1.0.0 (2016-06-02)","doi:10.4232/1.12325",445,84,9,1,"1505","163","1706",2,4,1,2,1,2,NA,NA,45,44,26,19,NA,NA,4,19,1,2,2,3,3,2,2,NA,2,6,1,1,2,1,1,2,2,2,2,4,2,1,1,4,2,3,1,12,1,1,1,1,1,1,1,NA,NA,1,NA,NA,NA,0,20,10,15,0,NA,"",3,3,2,3,3,1,3,1,3,3,3,3,3,3,1,2,2,1,1,4,1,1,1,1,1,3,1,NA,4,NA,3,6,3,5,5,4,2,2,3,1,1,10,9,10,8,8,7,8,8,2,4,4,4,4,4,4,2,2,2,1,1,2,1,3,3,7,3,5,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,1,4,2,6,3,3,2,NA,2,NA,1,1,2,NA,3,1,2,NA,NA,NA,30,30,1,NA,3,3,4,1,5,5,4,5,1,4,1,5,2,2,2,1,2,2,5,5,5,5,5,5,1,1,1,4,3,2,NA,NA,NA,2,NA,NA,NA,NA,3,4,4,4,2,5,3,4,5,5,2,1,3,2,5,5,5,3,4,2,2,2,3,4,4,4,2,3,3,2,6,3,2,3,3,4,3,NA,NA,NA,NA,1,NA,NA,1,3,1,2,NA,3,2,8,4,2,2,2,4,3,1,5,NA,NA,1,4,3,2,NA,NA,5,4,4,4,3,3,2,3,2,2,2,2,4,4,1,1,1,1,1,1,1,1,NA,NA,5,1,1,1,1,2,3,4,NA,2,3,2,NA,NA,NA,2,1,NA,NA,4,1,4,3,4,4,4,3,4,3,4,4,4,4,4,3,1,2,4,4,4,4,2,3,2,2,4,3,3,3,3,2,2,5,NA,NA,NA,NA,NA,3,2,4,3,4,3,1,0,0,1,4,3,10,8,6,20,60,168,1.10279336581955
"446",5980,"1.0.0 (2016-06-02)","doi:10.4232/1.12325",446,84,9,1,"1800","191","1906",3,5,2,1,2,2,1,NA,70,48,45,25,22,NA,5,18,1,1,1,3,3,2,3,2,2,1,4,4,4,3,2,5,5,3,4,5,3,1,1,4,2,2,1,3,NA,1,1,1,1,1,1,NA,1,NA,NA,NA,NA,0,50,20,20,0,NA,"",NA,2,3,3,3,2,3,2,2,2,3,2,3,3,1,3,1,1,1,4,1,1,1,3,1,2,1,NA,1,NA,3,8,NA,3,3,4,1,2,3,2,3,10,8,8,2,NA,NA,NA,NA,3,3,5,4,4,3,3,3,2,2,3,1,3,3,4,4,3,7,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,8,5,5,2,3,2,NA,NA,NA,2,2,NA,NA,2,1,1,NA,NA,NA,25,25,1,NA,3,2,2,2,4,3,3,4,1,1,1,5,2,2,2,2,2,2,3,4,4,4,3,4,2,3,3,2,4,3,2,NA,NA,1,NA,NA,NA,NA,NA,5,4,4,2,3,2,3,4,4,2,2,3,3,3,3,3,3,3,3,3,4,4,5,4,2,2,2,3,2,9,3,1,3,3,NA,2,NA,NA,NA,NA,1,NA,NA,1,3,1,2,2,NA,3,NA,NA,NA,1,2,3,4,5,1,NA,NA,3,4,1,2,NA,NA,4,4,4,4,1,4,2,4,3,3,3,4,NA,1,3,3,1,1,NA,NA,NA,NA,NA,NA,6,NA,1,1,1,1,3,3,3,3,3,3,2,2,NA,3,3,NA,NA,3,3,4,3,3,4,4,3,4,4,4,4,3,3,3,3,NA,3,3,3,3,4,3,2,3,3,4,3,3,3,NA,NA,NA,NA,NA,NA,1,1,NA,2,1,3,3,5,2,3,0,0,1,3,3,5,8,5,50,105,188,1.20313733066851
"447",5980,"1.0.0 (2016-06-02)","doi:10.4232/1.12325",447,84,9,1,"1730","184","1606",1,3,1,2,2,NA,NA,NA,75,65,25,NA,NA,NA,3,25,3,2,6,3,3,2,2,3,3,3,1,2,2,2,4,3,3,4,2,2,2,1,1,4,1,1,1,2,NA,1,1,1,1,1,1,NA,1,1,1,NA,NA,0,20,20,20,0,NA,"",3,3,3,3,3,2,3,3,3,1,3,1,3,3,1,2,2,3,1,4,1,1,2,1,1,3,2,1,4,NA,4,8,3,4,2,4,1,1,1,1,1,9,5,10,5,5,6,7,5,3,5,5,5,5,5,5,5,3,1,1,1,3,1,1,1,1,7,3,1,NA,NA,NA,NA,NA,NA,1,NA,NA,2,NA,1,7,2,3,4,4,2,NA,1,NA,2,NA,7,"noone",3,1,5,"Wedding gifts",NA,NA,29,32,1,NA,1,3,3,1,5,4,2,4,1,1,1,4,2,2,2,2,2,2,2,2,2,4,2,4,2,3,2,1,1,2,2,NA,NA,1,NA,NA,NA,NA,3,4,4,4,3,5,2,3,5,5,2,2,3,1,4,4,4,4,4,3,4,3,4,4,2,3,1,2,1,1,6,5,2,2,3,2,3,NA,NA,NA,NA,1,NA,NA,1,2,1,2,2,NA,3,NA,NA,NA,2,2,4,3,1,5,NA,NA,4,2,1,3,NA,NA,5,5,5,2,1,1,1,5,4,4,4,3,1,3,1,1,NA,1,NA,1,NA,NA,NA,NA,5,2,1,3,3,3,3,3,4,2,3,4,2,4,4,4,5,7,NA,4,3,4,1,4,4,4,3,4,4,4,4,2,3,4,3,1,1,3,4,4,3,2,1,2,3,2,1,2,2,5,5,3,5,NA,NA,1,NA,1,3,2,1,2,1,1,1,1,0,1,2,1,10,8,5,50,65,166,1.04529447687019
"448",5980,"1.0.0 (2016-06-02)","doi:10.4232/1.12325",448,96,12,3,"1642","172","2306",1,1,2,NA,NA,NA,NA,NA,26,NA,NA,NA,NA,NA,1,26,3,2,6,2,2,2,2,2,2,2,1,2,3,2,2,2,2,1,2,2,2,1,1,2,2,2,1,2,NA,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,10,15,60,20,0,NA,"",2,2,2,3,3,3,3,2,3,3,3,1,3,4,1,1,2,3,3,4,2,2,2,1,1,3,2,2,4,NA,4,5,3,4,4,4,3,2,2,2,3,10,8,9,6,6,4,4,2,2,3,3,4,4,4,4,3,1,1,1,1,1,1,1,1,7,5,6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,1,1,3,1,1,NA,NA,NA,1,NA,NA,NA,3,NA,NA,NA,NA,NA,30,30,1,NA,3,3,3,1,4,4,3,4,2,3,1,4,2,2,2,2,2,2,1,1,2,4,4,4,1,1,1,3,2,1,2,NA,NA,1,NA,NA,NA,NA,2,4,5,3,3,5,2,3,5,3,2,1,3,1,4,4,4,3,2,2,3,3,3,4,4,4,2,3,3,2,8,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,1,40,3,2,2,2,4,1,5,3,NA,NA,2,4,3,1,NA,NA,4,2,3,3,1,1,1,NA,1,1,1,1,NA,3,2,2,1,1,NA,NA,NA,NA,NA,NA,NA,1,2,1,2,3,1,2,2,2,2,2,1,1,1,3,3,NA,NA,3,1,3,2,2,2,2,2,3,2,4,4,2,2,3,2,2,2,2,3,4,2,2,2,2,2,3,1,3,3,NA,3,1,5,NA,NA,NA,NA,NA,4,3,0,0,1,1,1,1,1,1,1,1,1,1,8,1000,55,170,0.743627102820279
"449",5980,"1.0.0 (2016-06-02)","doi:10.4232/1.12325",449,42,5,1,"1805","190","0706",2,4,1,2,1,2,NA,NA,48,46,25,16,NA,NA,3,25,3,1,5,3,3,1,3,2,3,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,3,1,10,1,1,1,1,1,1,1,NA,1,1,NA,NA,NA,0,10,60,20,0,50,"sports nutrition",3,3,3,3,3,1,1,2,3,1,3,1,3,4,1,2,1,1,1,3,1,1,1,2,1,3,3,3,4,NA,4,6,2,7,3,5,2,1,2,3,4,7,7,10,1,4,4,3,1,2,2,3,4,4,4,4,4,1,3,3,3,2,1,1,1,1,2,7,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,1,1,2,1,2,NA,2,NA,1,1,1,NA,3,1,3,NA,NA,NA,27,27,1,NA,2,3,5,1,4,3,4,4,1,2,1,4,2,2,2,2,2,2,2,3,4,3,4,2,3,4,3,2,3,2,1,1,NA,3,1,NA,1,NA,3,4,3,4,2,3,4,3,3,3,3,2,2,3,3,2,3,3,3,4,3,3,2,3,2,4,3,4,2,3,5,3,2,4,4,4,3,NA,NA,NA,1,NA,5,NA,1,3,2,2,1,2,2,40,2,2,1,1,5,4,3,2,NA,NA,2,1,4,3,NA,NA,5,2,3,4,3,1,1,5,1,1,1,3,3,3,1,1,1,NA,NA,NA,1,NA,NA,NA,NA,2,1,1,1,3,2,3,1,1,2,2,2,3,2,3,2,9,NA,4,2,4,2,3,4,4,3,3,3,4,3,3,3,3,3,2,2,4,3,4,3,2,3,2,2,2,2,3,3,4,4,2,4,NA,NA,1,1,1,3,2,2,3,4,3,1,1,1,1,0,1,6,8,5,600,70,168,1.05352167528905
"450",5980,"1.0.0 (2016-06-02)","doi:10.4232/1.12325",450,77,8,1,"1935","201","2106",2,3,1,1,2,NA,NA,NA,25,20,17,NA,NA,NA,1,25,3,1,5,3,3,1,3,2,2,1,1,1,1,1,3,3,3,1,2,1,1,1,4,4,2,2,1,4,1,NA,1,1,1,1,1,NA,NA,1,NA,NA,NA,0,40,40,20,0,NA,"",3,1,2,3,3,2,2,3,3,2,2,1,1,4,2,4,3,2,1,4,2,1,1,1,1,3,2,3,1,NA,3,4,3,4,4,3,2,2,3,3,1,10,9,9,9,10,7,4,7,2,1,3,4,3,3,2,1,4,3,1,1,2,1,1,1,7,3,4,1,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,1,7,3,3,3,4,2,NA,2,NA,2,2,1,NA,2,1,1,NA,NA,NA,24,30,1,NA,3,3,2,1,4,3,3,5,1,4,1,5,2,2,2,2,2,2,3,4,5,4,2,2,2,1,5,2,3,4,2,NA,NA,2,NA,NA,NA,NA,3,4,4,3,2,4,2,5,4,4,3,2,3,3,2,3,4,3,4,3,3,3,4,3,3,4,2,3,4,1,7,4,2,3,3,2,3,NA,NA,NA,NA,1,NA,NA,1,4,1,1,1,2,1,40,2,2,2,1,3,2,4,5,NA,NA,2,4,3,1,NA,NA,3,2,5,4,1,3,1,3,2,2,2,2,2,4,1,1,1,1,NA,1,NA,NA,NA,NA,5,2,2,2,2,2,2,2,2,2,2,3,2,3,3,4,2,3,NA,4,4,4,3,3,4,4,3,4,3,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,NA,2,1,3,3,2,2,3,5,NA,NA,1,2,2,3,2,3,3,8,4,2,2,0,1,1,3,8,2,6,1100,110,185,1.09907856288445
"451",5980,"1.0.0 (2016-06-02)","doi:10.4232/1.12325",451,77,8,1,"1730","182","2406",1,2,2,2,NA,NA,NA,NA,20,16,NA,NA,NA,NA,1,20,2,2,4,3,3,2,2,3,3,2,1,1,1,2,2,2,2,5,4,1,1,1,1,4,1,1,1,1,NA,1,1,NA,1,1,1,1,NA,1,NA,NA,NA,0,5,10,20,0,NA,"",NA,2,3,2,3,3,3,2,3,3,2,3,2,5,1,3,1,1,1,4,1,1,2,1,1,2,2,1,1,NA,3,3,3,5,4,4,3,2,2,2,6,9,7,7,2,2,2,2,2,1,1,4,4,4,4,4,2,1,2,2,1,1,1,1,1,2,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,1,2,1,2,NA,2,NA,2,2,7,"noone",2,1,5,"no difference",NA,NA,28,28,1,NA,4,2,3,1,4,3,2,3,1,4,1,4,2,2,2,2,2,2,3,3,4,5,3,3,4,3,2,2,1,2,2,NA,NA,1,NA,NA,NA,NA,3,4,2,4,1,3,1,4,4,2,3,2,1,1,4,4,3,2,2,2,3,3,3,3,3,2,1,1,1,1,7,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,2,NA,2,45,4,1,4,4,2,1,3,5,NA,NA,2,1,4,3,NA,NA,4,3,4,3,2,2,2,3,1,1,1,1,1,2,1,1,1,NA,NA,1,1,1,NA,NA,NA,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,4,3,4,3,4,4,4,4,4,3,4,4,4,4,4,4,4,4,3,3,2,2,2,4,4,3,2,1,3,3,NA,NA,3,4,NA,NA,1,NA,NA,2,1,2,1,4,2,1,1,1,1,NA,3,2,8,2,800,65,162,0.756563332616063
"452",5980,"1.0.0 (2016-06-02)","doi:10.4232/1.12325",452,85,9,1,"1130","122","1306",1,2,2,2,NA,NA,NA,NA,51,17,NA,NA,NA,NA,2,17,1,2,2,3,3,2,2,3,3,3,2,2,2,3,3,4,4,2,4,2,1,3,1,4,1,2,1,2,1,1,1,1,1,1,1,NA,NA,1,NA,NA,NA,0,10,10,12,0,NA,"",3,3,3,3,3,2,2,3,3,1,3,1,1,5,1,2,1,1,1,3,1,1,1,1,1,3,1,NA,4,NA,2,3,3,4,4,3,2,1,1,1,1,10,10,9,7,6,4,2,1,3,4,5,2,4,4,4,3,1,2,1,1,2,1,1,3,1,7,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,1,1,1,2,NA,1,NA,1,1,2,NA,2,1,2,NA,NA,NA,24,26,1,NA,2,3,2,2,4,2,2,4,2,2,2,4,2,2,2,1,2,2,5,5,5,3,3,4,1,2,2,2,1,1,2,NA,NA,2,NA,NA,NA,NA,3,4,3,3,2,4,2,2,5,3,2,1,2,2,4,5,3,2,2,4,2,2,3,3,1,2,1,1,2,1,6,4,1,2,1,3,1,NA,NA,NA,NA,1,NA,NA,2,2,1,1,2,NA,3,NA,NA,NA,3,4,2,3,5,1,NA,NA,1,2,3,4,NA,NA,5,3,4,4,3,2,1,3,1,1,1,1,4,NA,1,1,1,1,NA,NA,1,NA,NA,NA,NA,1,1,1,1,2,2,3,3,1,2,2,2,3,3,3,2,9,NA,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,2,2,4,4,4,3,3,3,3,4,3,3,3,3,5,5,5,5,NA,NA,1,1,1,2,1,3,3,2,1,2,2,0,1,1,0,1,8,4,20,85,162,0.931237267856257
"453",5980,"1.0.0 (2016-06-02)","doi:10.4232/1.12325",453,85,9,1,"1900","195","1206",2,4,1,2,1,2,NA,NA,65,45,19,17,NA,NA,4,17,1,2,2,3,3,2,3,3,3,1,1,1,3,1,4,2,2,1,2,4,1,1,1,4,1,2,1,8,1,1,1,1,1,1,1,1,NA,1,NA,NA,NA,10,70,80,20,0,NA,"",3,3,3,3,3,2,1,1,3,2,2,3,1,3,1,3,1,4,1,4,2,1,2,4,1,3,2,1,1,NA,4,4,3,3,1,2,4,2,3,1,2,8,5,10,1,9,NA,NA,NA,3,3,3,3,3,4,4,3,1,1,1,1,1,2,3,1,1,7,8,1,NA,NA,NA,1,1,NA,NA,NA,NA,1,NA,1,5,2,5,2,3,2,NA,2,NA,2,2,2,NA,3,2,NA,NA,5,NA,30,33,1,NA,1,3,2,1,5,5,4,5,1,2,1,5,2,1,2,1,2,2,3,2,4,5,5,4,1,1,2,4,2,5,1,4,NA,3,1,NA,1,NA,NA,5,4,3,2,4,2,4,4,4,2,1,2,3,3,4,4,5,4,2,2,3,3,4,4,2,1,1,2,1,8,4,1,3,4,3,1,NA,NA,NA,NA,1,NA,NA,1,1,3,2,2,NA,3,NA,NA,NA,2,2,4,3,5,1,NA,NA,1,2,4,3,NA,NA,4,2,4,3,1,1,1,4,3,3,1,3,3,1,3,2,NA,1,NA,1,1,NA,NA,NA,10,1,1,2,2,3,3,3,3,3,3,3,3,3,2,2,2,NA,NA,3,1,4,3,3,3,4,1,3,1,1,4,3,4,4,2,2,2,3,4,4,2,3,2,2,4,2,3,3,3,4,4,1,3,NA,NA,2,1,2,2,1,3,4,5,3,1,1,NA,1,5,2,10,8,7,100,45,166,0.931237267856257
"454",5980,"1.0.0 (2016-06-02)","doi:10.4232/1.12325",454,85,9,1,"2000","204","1106",1,3,1,2,2,NA,NA,NA,50,48,24,NA,NA,NA,3,24,3,2,6,3,3,3,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,NA,1,1,1,1,1,NA,NA,1,NA,NA,NA,0,20,30,20,0,75,"Motorbike",3,3,3,2,3,1,1,2,3,2,3,1,3,3,1,2,3,3,1,4,2,1,1,2,1,3,3,1,4,NA,4,5,3,5,5,5,1,1,2,2,2,10,6,10,4,6,4,4,1,3,3,4,3,4,4,4,4,1,2,3,1,2,3,1,2,7,5,3,1,NA,NA,1,NA,NA,NA,NA,NA,NA,2,NA,6,1,2,1,1,1,2,NA,2,NA,2,4,1,NA,3,NA,NA,NA,NA,NA,30,30,1,NA,1,3,1,1,5,4,3,5,1,2,1,5,2,2,2,2,2,2,4,4,4,3,4,2,1,3,2,4,2,2,NA,NA,NA,1,NA,NA,NA,NA,3,5,4,5,1,3,2,4,4,2,2,1,3,2,5,5,4,4,2,3,2,3,4,4,4,3,1,1,1,1,10,4,2,1,3,2,1,NA,NA,NA,NA,1,NA,NA,NA,4,1,1,2,3,1,40,4,3,2,2,3,4,5,1,NA,NA,3,2,4,1,NA,NA,5,2,5,4,2,4,1,3,1,1,1,1,1,2,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1,1,1,1,1,2,2,1,1,2,4,4,1,3,3,9,NA,3,1,4,3,3,4,4,3,4,3,4,4,3,4,4,3,1,2,3,2,4,3,2,3,2,2,2,1,3,3,NA,NA,NA,NA,NA,NA,1,NA,NA,3,2,2,3,4,3,1,1,0,2,NA,2,2,2,6,900,70,165,1.04529447687019
"455",5980,"1.0.0 (2016-06-02)","doi:10.4232/1.12325",455,85,9,1,"2110","215","1106",2,3,1,1,2,NA,NA,NA,82,21,16,NA,NA,NA,2,21,2,1,3,3,3,2,2,2,3,3,1,1,4,1,3,4,4,2,4,4,2,5,1,3,1,1,1,3,NA,1,1,1,1,1,1,NA,NA,1,NA,NA,NA,10,40,0,25,0,20,"cigarettes",3,3,3,3,3,2,NA,NA,3,2,1,3,1,2,1,2,4,4,4,4,1,1,1,1,1,3,3,1,1,NA,4,4,3,3,4,3,3,2,3,2,2,8,7,9,4,8,2,2,2,2,2,5,3,3,3,3,3,1,1,1,1,1,1,1,1,7,8,3,1,NA,1,NA,NA,1,NA,NA,NA,NA,2,NA,1,1,2,2,2,2,2,NA,2,NA,2,1,NA,NA,2,1,NA,NA,NA,NA,27,30,1,NA,2,1,2,1,5,3,3,4,1,2,1,5,2,2,1,2,2,2,2,4,4,4,4,2,2,4,3,2,3,3,2,NA,NA,2,NA,NA,NA,NA,3,4,4,4,2,5,2,2,4,3,3,1,2,3,4,3,3,3,3,3,3,3,4,4,4,4,1,2,3,2,6,3,2,4,3,2,1,NA,NA,NA,NA,1,NA,NA,2,3,4,1,2,2,2,18,1,1,2,4,1,2,5,3,NA,NA,4,3,2,1,NA,NA,5,4,4,4,3,3,2,3,3,3,3,4,NA,3,2,2,1,NA,NA,NA,NA,NA,NA,NA,5,1,1,1,1,2,2,3,2,1,2,3,3,3,1,4,2,NA,NA,4,1,4,1,2,4,3,3,3,2,4,4,3,3,3,2,1,2,2,4,3,2,2,2,2,2,1,1,1,3,3,5,4,4,NA,NA,1,1,1,3,2,0,3,3,2,2,0,0,2,NA,0,4,8,4,200,75,185,1.01336898925751
"456",5980,"1.0.0 (2016-06-02)","doi:10.4232/1.12325",456,85,9,1,"2000","205","1206",1,1,2,NA,NA,NA,NA,NA,22,NA,NA,NA,NA,NA,1,18,1,2,2,3,3,2,2,3,2,5,1,2,4,1,3,2,1,1,5,4,1,1,1,3,1,3,1,8,1,1,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,0,30,40,20,0,NA,"",3,3,3,2,2,1,1,1,3,3,3,3,1,4,NA,2,1,4,1,4,2,1,1,1,1,2,2,3,2,NA,3,1,3,7,4,4,2,2,2,1,1,5,5,10,1,3,2,1,1,2,5,5,4,NA,5,5,2,1,2,1,1,1,1,1,1,3,7,5,1,NA,NA,NA,1,NA,NA,NA,NA,NA,2,NA,1,3,3,3,2,3,4,NA,NA,NA,2,1,3,NA,3,2,NA,NA,1,NA,30,30,1,NA,1,1,2,1,5,3,2,5,1,2,1,4,2,2,2,2,2,2,5,5,5,5,5,2,5,5,5,4,1,5,1,NA,NA,3,4,NA,4,NA,3,4,4,3,2,5,2,5,5,5,2,1,3,5,3,4,2,3,3,4,4,5,4,3,3,3,1,1,2,3,5,3,1,4,2,4,2,NA,NA,NA,NA,1,NA,NA,1,3,3,1,2,NA,2,3,4,2,2,1,3,2,4,5,NA,NA,2,1,3,4,NA,NA,4,3,4,4,2,1,2,2,3,2,1,3,4,NA,1,1,1,1,NA,NA,1,1,NA,NA,NA,1,1,1,1,2,1,2,1,2,1,2,2,2,3,3,3,NA,NA,4,1,4,1,4,4,4,4,4,1,4,4,4,4,4,4,2,2,3,3,4,3,3,3,4,3,1,2,3,3,3,3,NA,4,NA,NA,NA,1,2,2,1,3,3,4,3,2,0,0,1,3,1,9,8,4,100,70,173,0.931237267856257
